Student_ID,Math,English,Science,Study_Hours,Attendance,Sleep_Hours,Mobile_Usage,Assignment_Score,Previous_Exam_Score,Performance,Risk_Level,Weak_Subject
3786,0.09,0.28,-1.11,-1.06,1.96,1.17,-1.52,0.69,1.6,Average,Low Risk,Science
3787,0.42,-1.56,-1.34,-1.06,1.54,-0.14,-1.52,0.74,-0.02,Average,Low Risk,English
3788,-0.1,0.1,0.92,-1.06,-0.85,1.82,0.9,0.55,-0.53,Average,Medium Risk,Math
3789,0.61,-1.08,-0.45,-1.54,-0.22,1.17,-0.07,-0.29,0.72,Average,High Risk,English
3790,-1.56,0.85,0.45,1.83,-0.29,-0.14,-1.03,0.27,0.63,Average,Medium Risk,Math
3791,0.52,-1.46,0.26,-0.58,-0.01,1.17,1.87,0.04,1.46,Average,Medium Risk,English
3792,-0.9,0.9,-0.92,-1.06,0.77,-1.44,-0.07,0.46,-0.02,Average,Low Risk,Math
3793,1.7,-0.05,0.97,1.83,1.89,1.82,1.39,1.34,-0.3,Good,Low Risk,English
3794,-0.19,0.0,1.25,1.35,1.19,-0.14,-1.52,-0.76,-0.71,Average,Low Risk,Math
3795,-0.29,-0.38,1.44,-0.58,-0.43,-0.14,-0.55,-0.43,1.09,Average,Medium Risk,English
3796,-1.28,-0.28,-1.53,-0.58,1.89,-0.14,1.87,-0.71,0.77,Average,Low Risk,Science
3797,-0.76,1.75,1.39,1.35,-1.06,-1.44,-0.55,-0.1,-0.57,Average,High Risk,Math
3798,0.38,0.24,0.59,-1.54,-0.78,-1.44,1.87,1.62,-0.07,Average,High Risk,English
3799,-0.66,1.04,0.35,-0.09,-0.15,0.52,-1.52,1.72,-0.99,Average,Medium Risk,Math
3800,1.27,1.61,0.12,-1.54,-0.43,-0.79,-0.07,0.83,0.03,Good,High Risk,Science
3801,0.71,0.85,1.2,-1.06,-1.48,1.82,1.39,1.53,1.37,Good,High Risk,Math
3802,-1.56,1.51,0.26,1.83,-0.5,0.52,0.42,-0.85,-0.3,Average,Medium Risk,Math
3803,-1.14,1.37,-1.53,0.39,-0.01,-0.14,-0.55,-0.76,-0.62,Average,Medium Risk,Science
3804,0.94,1.28,0.4,-0.09,1.89,-0.79,-0.07,-1.36,1.65,Good,Low Risk,Science
3805,-1.33,-0.94,-0.16,-1.54,0.48,0.52,-0.55,1.2,-1.04,Average,High Risk,Math
3806,0.94,-1.04,0.12,0.87,0.98,0.52,-0.07,-0.15,1.42,Average,Low Risk,English
3807,1.7,1.65,1.01,-1.06,-0.29,1.17,-1.03,0.6,-0.9,Good,Medium Risk,Science
3808,-0.38,-1.04,-1.39,-0.58,1.33,1.82,0.9,0.83,0.86,Average,Low Risk,Science
3809,1.37,-0.61,1.2,-1.54,1.82,1.17,0.42,1.39,0.21,Good,High Risk,English
3810,0.14,1.75,0.54,0.39,-1.34,-0.79,-1.52,0.27,-0.07,Average,High Risk,Math
3811,-0.33,-0.09,0.12,-0.09,1.47,1.82,0.42,1.16,1.7,Average,Low Risk,Math
3812,0.04,-0.28,0.12,0.87,-0.08,1.17,-0.55,-0.57,1.23,Average,Medium Risk,English
3813,1.42,1.18,0.31,0.87,-0.99,1.17,0.9,-0.76,0.86,Good,High Risk,Science
3814,-1.42,-0.66,-0.63,-1.54,-0.22,-0.14,1.39,1.67,0.68,Average,High Risk,Math
3815,-0.81,0.71,1.11,-1.06,1.33,1.17,-1.52,1.02,1.23,Good,Low Risk,Math
3816,1.27,-0.8,-0.26,0.39,-0.22,-0.79,-0.07,-0.34,-1.18,Average,Medium Risk,English
3817,0.99,-0.47,-1.15,1.83,-1.34,-1.44,1.87,0.83,-0.02,Average,High Risk,Science
3818,0.14,-0.23,-1.15,0.87,0.06,-1.44,-0.07,-0.1,1.42,Average,Medium Risk,Science
3819,0.52,-1.37,1.01,0.87,1.05,0.52,-0.07,0.22,-0.85,Average,Low Risk,English
3820,0.66,1.61,1.72,1.35,-0.01,-0.14,-0.55,0.22,1.0,Good,Medium Risk,Math
3821,-0.52,-0.52,-1.29,-0.09,1.82,1.82,-1.03,0.6,0.54,Average,Low Risk,Science
3822,0.47,0.71,0.97,0.87,-0.29,1.82,-0.07,0.18,1.0,Good,Medium Risk,Math
3823,1.75,0.8,-0.96,0.87,-0.01,0.52,-0.07,1.58,-1.41,Average,Medium Risk,Science
3824,-0.47,-0.9,-1.15,-1.54,-0.78,-1.44,1.87,1.11,-0.76,Average,High Risk,Science
3825,1.08,1.32,-0.78,-1.06,1.75,-0.14,0.9,-0.06,-0.76,Average,Low Risk,Science
3826,1.13,-1.23,0.97,0.39,-0.92,-0.14,-0.55,0.78,-0.16,Average,High Risk,English
3827,-0.71,0.24,-0.73,1.35,1.54,-0.79,0.9,-0.01,1.0,Average,Low Risk,Math
3828,-1.37,0.24,-0.87,-0.09,-0.43,-1.44,1.87,-0.85,0.21,Average,Medium Risk,Math
3829,-0.81,-1.13,-0.4,-1.54,-1.48,-1.44,0.9,1.02,-0.2,Average,High Risk,English
3830,-0.76,0.38,0.73,0.87,1.82,1.82,-0.07,0.13,-0.99,Average,Low Risk,Math
3831,-0.24,-0.38,-0.59,0.87,0.27,0.52,-0.55,-0.24,1.28,Average,Low Risk,Science
3832,-0.66,0.95,-0.49,1.83,0.63,-0.14,-1.03,1.44,0.49,Average,Low Risk,Math
3833,0.09,0.99,0.5,-0.58,1.4,1.17,0.9,0.83,-0.44,Average,Low Risk,Math
3834,-0.14,1.13,0.83,1.35,-0.01,-0.79,-1.52,0.13,0.07,Average,Medium Risk,Math
3835,-0.0,0.28,-0.45,1.35,-0.78,1.82,-1.52,-0.62,0.72,Average,Medium Risk,Science
3836,0.42,0.0,1.67,1.35,-0.71,-0.14,0.42,-0.34,0.44,Average,Medium Risk,English
3837,-0.71,-0.33,-0.68,1.35,0.13,-0.14,0.42,-0.24,1.37,Average,Medium Risk,Math
3838,0.42,-0.66,-0.49,-1.06,-1.34,1.17,1.39,-1.13,1.74,Average,High Risk,English
3839,-0.43,-1.46,1.11,-1.06,-0.85,-0.79,0.9,0.6,1.37,Average,Medium Risk,English
3840,0.85,0.05,0.12,-0.58,0.34,-0.14,1.39,1.11,0.35,Average,Low Risk,English
3841,1.23,-0.05,-0.54,-1.06,-0.43,1.17,-0.55,0.41,-1.27,Average,Medium Risk,Science
3842,0.99,-1.32,-1.53,-0.09,-1.48,-0.14,1.87,0.92,0.44,Average,High Risk,Science
3843,0.23,0.19,-0.02,0.39,0.98,0.52,1.87,1.48,1.51,Good,Low Risk,Science
3844,1.27,1.09,1.01,-1.54,-0.57,-0.79,1.39,0.55,1.09,Good,High Risk,Science
3845,1.65,-1.13,-1.48,-1.54,-1.55,0.52,0.42,1.72,-0.85,Average,High Risk,Science
3846,-0.85,0.71,-0.3,0.87,-1.41,0.52,1.87,1.72,-0.02,Average,High Risk,Math
3847,-0.29,-0.09,0.07,1.83,-0.5,0.52,-0.55,-0.94,-0.34,Average,Medium Risk,Math
3848,-0.99,1.09,-0.68,-0.09,0.48,-0.79,-0.07,-0.9,-0.39,Average,Low Risk,Math
3849,-0.52,-0.94,1.16,0.87,1.68,1.82,1.39,0.6,1.23,Average,Low Risk,English
3850,1.75,1.56,-0.4,-0.58,-1.55,0.52,-1.03,-1.22,-1.32,Average,High Risk,Science
3851,-0.47,0.33,1.44,0.87,-1.34,0.52,0.9,1.25,1.7,Good,High Risk,Math
3852,-0.19,-0.19,0.68,-0.09,-0.43,-1.44,-0.55,-1.04,0.95,Average,Medium Risk,Math
3853,1.32,-1.41,1.48,-0.58,0.7,-0.14,-0.07,-0.94,-1.27,Average,Low Risk,English
3854,0.42,0.71,0.87,-1.06,0.7,-0.79,0.42,-0.34,0.17,Average,Low Risk,Math
3855,0.9,0.24,0.31,1.83,-0.85,1.17,0.9,-0.52,0.31,Average,Medium Risk,English
3856,-1.28,1.42,-0.49,1.83,1.33,-0.14,1.39,0.46,-0.02,Average,Low Risk,Math
3857,1.6,-0.57,-1.25,-0.58,-0.08,-0.14,-1.03,-0.43,0.03,Average,Medium Risk,Science
3858,0.66,-1.08,0.54,-0.58,-1.55,-0.79,0.9,1.67,1.42,Good,High Risk,English
3859,1.37,1.13,-0.4,-1.06,1.33,1.82,0.9,-0.8,-1.46,Average,Low Risk,Science
3860,-1.18,-0.66,1.01,1.35,0.06,-0.79,1.87,-0.9,-1.08,Average,Medium Risk,Math
3861,0.56,-0.52,-1.06,-0.09,1.4,-0.14,0.9,0.6,-0.71,Average,Low Risk,Science
3862,1.08,0.9,-0.63,0.87,0.98,-0.14,1.39,-1.13,1.19,Average,Low Risk,Science
3863,1.18,-0.23,0.78,-1.06,-0.43,-1.44,1.87,0.32,-1.27,Average,Medium Risk,English
3864,0.99,0.24,0.54,1.35,1.33,1.82,-1.52,0.55,1.46,Good,Low Risk,English
3865,1.7,-1.51,-0.78,1.35,1.89,1.82,-0.55,1.02,-0.95,Average,Low Risk,English
3866,-0.24,0.14,-0.16,0.39,-1.27,1.17,1.39,1.3,0.49,Average,High Risk,Math
3867,0.94,0.99,-0.68,-1.06,-0.64,1.17,1.39,-1.41,0.68,Average,Medium Risk,Science
3868,-0.99,-0.14,-1.29,0.39,1.19,-0.79,-1.52,0.83,-0.81,Average,Low Risk,Science
3869,-1.47,0.61,-1.2,-1.54,-0.01,1.82,1.39,-1.13,0.54,Average,High Risk,Math
3870,1.75,0.85,0.12,1.83,-0.64,-0.14,-0.55,0.88,0.12,Good,Medium Risk,Science
3871,-0.43,-0.05,0.68,1.35,-1.2,0.52,-0.55,0.13,0.63,Average,High Risk,Math
3872,-1.04,-0.42,0.92,-0.58,0.7,-0.14,-1.52,1.3,-1.22,Average,Low Risk,Math
3873,-0.14,0.52,0.17,1.83,0.98,0.52,-1.52,1.16,0.68,Average,Low Risk,Math
3874,1.51,0.43,1.39,0.87,-0.01,0.52,1.87,1.53,-0.76,Good,Medium Risk,English
3875,-0.33,1.28,1.72,-0.09,1.4,1.82,-0.07,1.06,0.35,Good,Low Risk,Math
3876,-0.76,-1.41,0.26,-0.09,-1.41,-1.44,0.42,-1.08,0.44,Average,High Risk,English
3877,-1.33,-0.19,-0.02,0.39,-0.43,-0.14,-0.55,1.44,-0.02,Average,Medium Risk,Math
3878,-1.28,0.76,-0.16,-1.54,-0.29,-1.44,1.39,-0.34,-0.02,Average,High Risk,Math
3879,0.8,-0.28,0.4,1.83,-1.34,1.17,-1.52,1.3,-0.39,Average,High Risk,English
3880,-0.99,1.37,-0.49,0.87,-0.57,0.52,-0.55,0.88,-1.22,Average,Medium Risk,Math
3881,0.71,0.76,-1.15,1.35,0.34,0.52,-0.55,0.88,-0.95,Average,Low Risk,Science
3882,1.42,-1.32,0.59,-0.58,1.4,0.52,-0.07,0.27,1.46,Average,Low Risk,English
3883,1.65,-0.75,-0.45,0.87,0.41,-0.79,1.39,-1.04,0.03,Average,Low Risk,English
3884,1.32,-1.51,0.64,0.87,1.54,-0.14,-1.03,-0.2,-1.36,Average,Low Risk,English
3885,0.14,-1.32,0.21,-1.06,0.13,0.52,1.87,0.88,1.65,Average,Medium Risk,English
3886,-0.19,1.37,-0.87,-0.09,0.98,-0.79,-0.07,-1.46,1.65,Average,Low Risk,Science
3887,-0.19,-1.23,-1.29,-1.54,1.75,0.52,-0.07,-0.15,0.72,Average,High Risk,Science
3888,-0.57,-1.08,1.3,1.83,0.84,-0.14,-0.55,1.16,-1.27,Average,Low Risk,English
3889,0.42,0.57,-0.73,-0.58,1.61,0.52,1.87,0.18,1.28,Average,Low Risk,Science
3890,0.61,1.28,0.87,-0.58,0.77,-0.14,1.39,-0.9,-0.02,Average,Low Risk,Math
3891,-1.14,0.71,-0.07,-1.06,0.7,0.52,1.87,1.67,1.09,Average,Low Risk,Math
3892,-1.14,0.33,-0.12,-1.54,-1.41,-0.14,-0.07,0.27,0.35,Average,High Risk,Math
3893,0.14,0.28,1.01,0.87,-0.85,1.82,0.42,-0.8,0.4,Average,Medium Risk,Math
3894,-0.14,-0.47,0.45,1.83,1.89,0.52,1.87,-0.01,1.56,Average,Low Risk,English
3895,-1.51,1.75,-0.45,-0.09,-0.57,1.82,0.42,-1.18,0.63,Average,Medium Risk,Math
3896,0.04,1.75,0.45,1.35,1.54,-1.44,-0.55,-0.57,-0.95,Average,Low Risk,Math
3897,-0.14,1.09,0.31,0.39,0.7,0.52,-1.52,-0.76,-0.95,Average,Low Risk,Math
3898,-1.47,1.23,1.06,-0.58,0.98,1.82,-1.03,0.74,1.28,Good,Low Risk,Math
3899,0.23,-0.9,-1.44,0.87,0.06,-0.79,0.9,0.69,0.17,Average,Medium Risk,Science
3900,0.66,0.19,-1.53,-0.09,-0.5,0.52,-1.03,-0.71,0.07,Average,Medium Risk,Science
3901,-0.29,-0.05,0.35,1.35,1.33,-0.79,1.39,-1.08,-1.13,Average,Low Risk,Math
3902,1.37,-0.14,-0.49,-1.06,1.68,-0.79,0.9,1.11,0.63,Average,Low Risk,Science
3903,1.56,1.04,-0.49,-0.58,-0.22,1.17,1.87,-1.22,0.91,Average,Medium Risk,Science
3904,1.7,0.05,0.92,0.87,-1.13,0.52,0.42,-0.9,-0.95,Average,High Risk,English
3905,-0.71,0.52,-0.96,1.35,-0.92,1.82,0.9,-0.62,-0.67,Average,High Risk,Science
3906,0.61,-0.09,-0.12,1.83,0.98,0.52,-1.03,0.18,0.26,Average,Low Risk,English
3907,-0.57,0.19,-1.53,0.87,1.12,-0.79,0.42,-0.76,-0.02,Average,Low Risk,Science
3908,-0.05,-0.94,-1.34,1.35,0.13,-0.14,-1.52,1.25,-0.53,Average,Medium Risk,Science
3909,1.23,1.75,0.35,0.87,0.06,-0.14,1.39,1.2,0.12,Good,Medium Risk,Science
3910,-1.28,0.1,1.39,-0.09,1.47,0.52,1.87,0.41,-0.76,Average,Low Risk,Math
3911,-0.19,0.1,-0.21,-0.09,-0.99,1.17,0.9,-1.55,-0.62,Average,High Risk,Math
3912,0.66,-0.42,-0.02,1.83,1.26,1.17,1.87,-1.5,1.42,Average,Low Risk,English
3913,0.33,-1.04,-1.29,0.39,0.13,-0.79,-1.03,1.02,-1.18,Average,Medium Risk,Science
3914,-0.95,0.1,-0.4,1.35,0.7,-0.79,0.42,0.46,1.0,Average,Low Risk,Math
3915,-0.33,0.28,-0.16,-1.06,0.27,1.82,1.39,1.11,-1.36,Average,Low Risk,Math
3916,0.42,0.57,1.11,0.39,0.13,-1.44,0.9,-1.08,1.7,Average,Medium Risk,Math
3917,1.18,1.09,-0.78,0.87,-0.92,-0.79,-1.52,-1.08,0.68,Average,High Risk,Science
3918,0.52,0.61,0.45,0.39,0.91,-1.44,0.42,-1.32,-0.02,Average,Low Risk,Science
3919,0.66,0.24,1.63,1.35,-1.41,-1.44,-1.03,-0.52,1.19,Good,High Risk,English
3920,-0.05,0.95,0.73,1.83,1.33,1.17,-0.55,0.41,1.19,Good,Low Risk,Math
3921,-0.43,0.71,-1.53,0.87,0.63,-0.14,0.42,-0.8,0.17,Average,Low Risk,Science
3922,0.19,1.23,-0.92,-0.09,0.63,0.52,1.39,-0.94,-0.16,Average,Low Risk,Science
3923,0.28,0.85,-0.4,0.39,1.05,-0.14,1.87,-1.41,-1.27,Average,Low Risk,Science
3924,0.28,0.1,1.44,1.35,-1.55,0.52,0.42,1.34,0.91,Good,High Risk,English
3925,0.38,-0.38,-0.63,-0.09,-0.43,0.52,-0.07,0.32,-0.95,Average,Medium Risk,Science
3926,0.61,0.0,1.58,0.39,-1.34,-0.79,0.42,-1.5,0.63,Average,High Risk,English
3927,0.9,-0.19,-0.82,-0.58,1.47,-0.79,0.9,1.72,0.44,Average,Low Risk,Science
3928,0.71,-0.66,1.58,-1.54,0.27,-1.44,0.9,-0.29,-1.04,Average,High Risk,English
3929,1.23,0.8,1.2,-0.58,1.47,-1.44,-1.03,-1.22,-0.25,Average,Low Risk,English
3930,-1.56,1.46,-0.63,-0.09,0.27,-0.14,1.87,-0.85,-0.67,Average,Low Risk,Math
3931,0.14,0.1,-0.82,0.87,0.84,0.52,1.87,-1.36,-0.39,Average,Low Risk,Science
3932,-0.1,-0.99,0.83,1.35,1.26,1.82,-1.52,-0.52,0.26,Average,Low Risk,English
3933,-0.38,-0.28,0.73,-0.09,0.2,1.82,-0.07,0.46,-1.08,Average,Low Risk,Math
3934,-0.85,1.13,-1.53,1.35,0.63,-0.79,0.42,0.27,-0.16,Average,Low Risk,Science
3935,1.04,-0.28,-1.34,-0.58,1.26,-0.79,0.9,-1.36,-0.3,Average,Low Risk,Science
3936,1.27,0.8,-0.73,1.35,-1.55,-1.44,-0.07,-0.99,-0.9,Average,High Risk,Science
3937,-0.0,1.56,0.78,1.35,-1.48,1.82,1.39,-0.85,0.58,Average,High Risk,Math
3938,-0.1,-0.33,1.11,-1.54,-0.29,1.82,-1.52,-0.2,1.42,Average,High Risk,English
3939,-0.19,-0.42,-0.45,-0.09,0.63,1.17,0.9,-1.46,1.42,Average,Low Risk,English
3940,-1.04,-0.19,1.25,-0.09,-1.06,1.82,-1.52,-0.06,-1.32,Average,High Risk,Math
3941,1.56,-1.32,0.45,0.87,-0.08,1.82,1.39,0.18,-1.46,Average,Medium Risk,English
3942,-0.99,-0.23,0.83,1.83,-1.55,-0.14,-0.07,1.53,-1.41,Average,High Risk,Math
3943,-1.33,0.99,0.97,-0.09,1.26,0.52,0.42,-0.15,-1.08,Average,Low Risk,Math
3944,-1.37,-1.04,0.5,-1.54,1.47,1.82,-1.52,0.83,0.44,Average,High Risk,Math
3945,-0.66,0.76,0.17,-1.06,1.19,-0.79,1.39,0.04,0.54,Average,Low Risk,Math
3946,0.19,0.0,1.48,-1.54,-0.64,-0.14,-0.55,-0.71,-1.46,Average,High Risk,English
3947,-0.24,0.95,0.92,1.35,1.61,-0.14,-0.07,0.22,1.0,Good,Low Risk,Math
3948,0.33,1.32,1.34,1.83,-0.85,-1.44,0.42,-0.85,1.74,Good,Medium Risk,Math
3949,-1.23,-0.61,0.12,-0.58,-0.92,1.82,0.9,-0.06,-0.81,Average,High Risk,Math
3950,0.66,-0.09,1.53,1.35,-0.08,0.52,-1.03,-1.08,-0.62,Average,Medium Risk,English
3951,0.42,1.42,-0.45,-0.58,0.7,-1.44,1.39,-1.36,-0.9,Average,Low Risk,Science
3952,-1.14,-0.09,0.4,-0.09,-0.15,-1.44,-0.55,1.02,-1.18,Average,Medium Risk,Math
3953,0.99,0.19,0.21,0.39,-1.27,1.82,-0.07,-0.52,0.07,Average,High Risk,English
3954,-0.43,-1.23,1.16,-1.06,-1.27,0.52,1.87,-1.5,1.14,Average,High Risk,English
3955,0.28,-0.05,0.45,-0.09,-1.06,0.52,-0.55,-0.2,0.58,Average,High Risk,English
3956,1.37,1.13,0.17,-1.06,0.41,1.17,0.9,-0.38,0.49,Average,Low Risk,Science
3957,0.09,1.18,-0.16,-1.06,0.34,-0.14,0.9,0.41,-1.04,Average,Low Risk,Science
3958,1.65,-0.85,1.06,-0.09,-0.29,-1.44,1.39,-1.13,-0.67,Average,Medium Risk,English
3959,-0.24,-1.51,-0.63,0.39,1.47,-1.44,1.87,1.67,0.4,Average,Low Risk,English
3960,1.13,1.51,-0.87,1.35,1.54,-0.79,0.42,1.48,-0.11,Good,Low Risk,Science
3961,1.46,0.33,1.67,1.83,1.54,1.17,-1.03,-1.5,-0.2,Average,Low Risk,English
3962,-1.04,-1.46,-0.92,0.39,0.98,-1.44,1.39,0.27,-0.81,Poor,Low Risk,English
3963,1.56,-0.19,0.64,0.87,1.68,-1.44,-1.52,0.04,-0.3,Average,Low Risk,English
3964,-1.04,-0.85,0.35,1.35,1.12,0.52,0.9,-0.29,1.42,Average,Low Risk,Math
3965,-1.28,0.47,-1.2,0.87,1.12,1.82,1.39,-0.52,-0.16,Average,Low Risk,Math
3966,-1.47,0.0,0.45,-1.54,-0.15,0.52,-0.55,1.2,0.86,Average,High Risk,Math
3967,1.32,-0.38,-0.12,-1.06,-1.55,1.82,1.39,0.83,-0.67,Average,High Risk,English
3968,1.7,0.61,-1.39,0.39,0.7,-0.79,0.9,-0.57,1.23,Average,Low Risk,Science
3969,-1.47,0.28,1.48,-0.09,1.61,-0.14,-1.52,0.13,1.42,Average,Low Risk,Math
3970,1.32,-0.33,1.01,1.83,-0.01,1.17,-1.52,-1.22,1.56,Average,Medium Risk,English
3971,-1.28,1.46,0.54,-0.09,-0.29,1.17,-0.55,-0.34,-1.32,Average,Medium Risk,Math
3972,-0.71,1.65,0.35,1.83,0.77,-1.44,1.87,0.88,0.44,Average,Low Risk,Math
3973,0.99,-1.37,0.97,-1.54,0.77,0.52,0.9,-1.36,-0.3,Average,High Risk,English
3974,1.51,0.19,-1.06,-0.58,1.75,0.52,-0.55,1.39,0.03,Average,Low Risk,Science
3975,0.28,1.65,-0.4,1.35,-0.64,-0.79,1.87,-0.2,0.17,Average,Medium Risk,Science
3976,0.42,-0.47,-1.01,0.87,0.48,-0.79,-1.52,0.32,0.86,Average,Low Risk,Science
3977,0.14,-1.18,0.59,1.83,0.41,1.17,0.9,1.58,1.56,Average,Low Risk,English
3978,-0.57,0.38,1.11,0.87,-1.34,1.17,1.87,0.83,1.74,Good,High Risk,Math
3979,0.14,-0.66,1.44,1.83,0.84,1.82,1.39,-0.43,-0.07,Average,Low Risk,English
3980,0.09,1.32,-1.44,-1.06,-1.48,0.52,0.42,1.3,-1.22,Average,High Risk,Science
3981,-1.56,1.09,1.01,-0.09,-0.78,1.17,1.87,0.13,0.82,Average,Medium Risk,Math
3982,-1.56,0.99,-1.25,-1.06,1.47,-1.44,-1.03,0.22,-0.39,Average,Low Risk,Math
3983,-1.28,0.19,0.12,0.39,1.4,-0.14,1.87,-1.27,-0.3,Average,Low Risk,Math
3984,-0.19,1.42,0.5,-0.58,1.75,-0.79,-1.52,-0.99,-1.46,Average,Low Risk,Math
3985,-0.29,-0.85,1.44,1.35,-0.99,1.82,0.42,-1.5,0.63,Average,High Risk,English
3986,0.09,-0.38,1.01,-1.54,-1.2,1.17,0.42,0.83,1.0,Average,High Risk,English
3987,1.37,-0.8,0.97,0.87,-1.13,1.82,0.42,0.97,0.68,Good,High Risk,English
3988,0.23,0.28,1.63,1.35,0.13,1.82,1.87,0.46,0.03,Average,Medium Risk,Math
3989,0.85,-0.99,-0.3,-1.06,0.91,-0.14,1.87,0.32,-1.04,Average,Low Risk,English
3990,-0.62,-0.85,-0.4,0.39,0.27,-0.14,1.39,-0.76,1.23,Average,Low Risk,English
3991,1.37,1.42,0.59,1.83,0.06,-1.44,0.42,1.02,-0.44,Good,Medium Risk,Science
3992,-0.57,0.57,-0.49,0.87,1.75,0.52,-0.55,-1.13,1.0,Average,Low Risk,Math
3993,1.6,0.57,1.67,-1.06,1.4,-0.79,0.42,-0.76,-0.76,Average,Low Risk,English
3994,-1.47,0.05,-1.34,1.35,1.61,-1.44,-0.55,-1.27,1.42,Average,Low Risk,Math
3995,1.32,0.1,1.63,-0.58,1.4,-0.14,0.42,0.22,0.07,Good,Low Risk,English
3996,0.85,0.76,0.5,0.39,-0.71,-1.44,1.39,-0.71,1.42,Good,Medium Risk,Science
3997,1.08,1.65,0.26,-0.09,0.63,-1.44,-0.07,0.83,-1.36,Average,Low Risk,Science
3998,-0.99,-1.27,-0.78,1.35,1.26,-1.44,1.39,1.67,0.95,Average,Low Risk,English
3999,1.42,-0.61,0.31,0.87,0.77,0.52,0.9,1.44,0.58,Good,Low Risk,English
4000,0.52,0.8,0.26,0.39,0.34,-0.14,0.9,-0.24,-0.95,Average,Low Risk,Science
4001,-0.33,1.42,0.5,-0.09,0.13,0.52,0.42,-0.66,0.72,Average,Medium Risk,Math
4002,1.04,0.0,0.87,-0.09,0.13,-0.14,1.39,0.32,-0.57,Average,Medium Risk,English
4003,0.04,1.7,-1.44,1.35,-1.55,-1.44,1.87,1.39,1.14,Good,High Risk,Science
4004,-0.85,-1.27,1.01,-0.09,-0.43,1.17,1.39,-0.2,1.14,Average,Medium Risk,English
4005,-1.23,-0.47,-1.48,1.83,1.05,1.17,-1.52,1.06,1.37,Average,Low Risk,Science
4006,0.85,-0.09,-1.58,-1.06,-0.5,-0.14,0.9,-0.38,1.74,Average,Medium Risk,Science
4007,-0.43,0.95,0.21,1.83,-0.15,0.52,1.39,-0.94,-0.25,Average,Medium Risk,Math
4008,1.56,1.13,0.31,-1.54,-0.43,-1.44,-0.07,-0.76,-0.02,Average,High Risk,Science
4009,0.28,0.28,1.67,-0.58,-1.55,-0.14,-0.07,0.97,-0.53,Average,High Risk,Math
4010,1.42,-1.51,0.4,-1.06,1.54,-0.79,-1.52,-0.57,-0.76,Average,Low Risk,English
4011,-0.76,0.66,-0.82,-1.54,-0.36,-0.79,1.39,0.69,0.72,Average,High Risk,Science
4012,-1.42,1.28,0.92,-1.06,1.26,1.82,1.39,0.97,-0.48,Average,Low Risk,Math
4013,0.75,-0.05,0.4,0.87,0.56,-0.14,-0.07,-1.08,-0.48,Average,Low Risk,English
4014,0.42,-0.14,0.68,-0.58,-1.2,0.52,-1.52,-0.52,-1.5,Average,High Risk,English
4015,1.7,1.09,0.21,0.39,1.19,-1.44,1.39,-1.22,-0.3,Average,Low Risk,Science
4016,-0.38,1.09,0.26,-0.09,1.61,0.52,1.87,0.5,-0.95,Average,Low Risk,Math
4017,1.08,-0.05,-0.3,1.35,-1.55,-0.79,-0.07,-0.2,1.0,Average,High Risk,Science
4018,1.51,-0.05,1.01,1.35,-1.48,1.82,-1.03,0.64,1.74,Good,High Risk,English
4019,1.37,-0.33,-0.87,-1.54,1.12,-0.14,1.87,1.44,-1.36,Average,High Risk,Science
4020,1.08,1.09,0.68,1.35,0.48,1.82,1.39,-0.29,-0.85,Average,Low Risk,Science
4021,0.8,-0.66,-0.02,-0.58,0.56,1.17,-0.55,-1.18,-0.99,Average,Low Risk,English
4022,1.04,-1.18,-1.01,1.35,1.4,0.52,0.9,1.11,-0.34,Average,Low Risk,English
4023,1.51,1.13,-1.11,-0.09,0.91,1.17,1.39,0.74,-0.71,Average,Low Risk,Science
4024,-1.18,-0.23,0.02,1.83,-1.34,-0.79,-1.52,1.62,0.77,Average,High Risk,Math
4025,1.65,-0.61,0.12,1.35,-0.85,1.17,-0.55,-1.46,-0.16,Average,Medium Risk,English
4026,0.33,-1.04,-0.02,-0.09,-0.71,1.82,-1.03,-0.15,1.51,Average,Medium Risk,English
4027,0.42,0.52,1.39,-1.54,-1.34,0.52,1.87,-1.27,0.12,Average,High Risk,Math
4028,0.38,0.95,0.5,-0.58,0.06,1.17,1.87,-0.57,0.91,Average,Medium Risk,Math
4029,-0.9,1.7,-0.26,1.83,0.63,1.17,-0.07,0.32,0.63,Average,Low Risk,Math
4030,0.23,-0.28,-0.16,-0.09,1.89,-1.44,0.42,-0.15,1.46,Average,Low Risk,English
4031,-1.23,-0.05,0.73,-1.54,-0.85,-0.79,1.39,1.25,-0.76,Average,High Risk,Math
4032,-1.04,-0.61,0.02,-0.09,-0.64,1.17,0.9,-0.34,-0.34,Average,Medium Risk,Math
4033,-1.18,1.28,1.58,1.83,1.05,-0.79,-0.55,0.13,1.74,Good,Low Risk,Math
4034,-1.14,0.61,1.39,0.87,0.27,-1.44,0.9,1.25,-0.9,Average,Low Risk,Math
4035,0.52,-1.18,0.45,-1.06,-0.29,1.82,-1.52,-1.32,-1.04,Average,Medium Risk,English
4036,-0.38,-0.61,0.92,-0.09,-0.99,-0.14,1.39,-0.15,0.17,Average,High Risk,English
4037,-0.57,0.76,0.78,-1.06,-0.22,1.17,0.9,-0.24,1.05,Average,Medium Risk,Math
4038,0.42,-1.41,-0.96,0.87,-0.64,-0.14,-0.55,-1.36,1.6,Average,Medium Risk,English
